content,value
"NEW DELHI: The rulingHamasmilitant group in the Gaza Strip carried out an unprecedented, multi-front attack onIsraelat daybreak on Saturday, firing thousands of rockets as dozens of Hamas fighters infiltrated the heavily fortified border in several locations by air, land and sea and catching the country off-guard on a major holidayIsrael's national rescue service said at least 200 Israelis have been killed and wounded more than 1,000, making it the deadliest attack in the country in yearsRead AlsoIsrael and Gaza at war after Hamas launches surprise attackPalestinian militant group Hamas launched a large-scale surprise attack against Israel Saturday, firing thousands of rockets from Gaza and sending ground units to kill or abduct people as Israel retaliated with air strikesIsraeli authorities said 10 people in Israel were killed by rocket fire andPalestinian gunmen reported in Israel as barrages launched from GazaPalestinian gunmen infiltrated southern Israel and launched rocket barrages from the Gaza Strip in a surprise attack claimed by HamasThe group's senior military commander called on Palestinians to fight, stating that 5,000 rockets had been launchedOne Israeli woman was killed, and clashes wereRocket barrages from Gaza hit Israel, killing at least oneBarrages of rockets were fired at Israel from the blockaded Gaza Strip at dawn on Saturday as militants from the Palestinian enclave infiltrated Israel, with at least one person killed, the army and medics saidIsrael has imposed a crippling blockade on Gaza since 2007 after Hamas took powerIsrael-Palestine conflict: India issues advisory for its nationals in Israel""All Indian nationals are requested to remain vigilant and observe safety protocols as advised by local authorities,"" the advisory statedIsraeli PM Benjamin Netanyahu said Israel was at 'war' with Palestinian militant group Hamas after barrages of rockets were fired from the Gaza Strip into IsraelLive updates: Israel-Palestine conflict""We are at war,"" Israeli Prime Minister Benjamin Netanyahu said in a televised address, declaring a mass mobilisation of the country's army reserves""Not an operation,' not a round,' but at war""Video: Watch Gaza in ashes as Palestinians say at least 198 killed in Israeli retaliation""The enemy will pay an unprecedented price,"" he added, promising that Israel would ""return fire of a magnitude that the enemy has not known""Meanwhile, Palestinian President Mahmoud Abbas said on Saturday that the Palestinian people have the right to defend themselves against the ""terror of settlers and occupation troops"", the official news agency WAFA quoted him as sayingHe spoke at an emergency meeting held in Ramallah with a number of top officials from the Palestinian AuthorityHere are the latest developments:Bloodied bodies in the streets, gunmen raiding door-to-door leave Israel in shockBloodied bodies in the streets, gunmen raiding door-to-door and news of captives taken to Gaza left Israelis terrified and in shock after the Palestinian militant group Hamas launched a surprise attack that was unprecedented in audacity and scaleA resident reported seeing multiple bodies and bullet-scarred vehicles in the southern Israeli town of Sderot where groups of Hamas gunmen were still fighting Israeli troops 12 hours after the attack was launched""I went out, I saw loads of bodies of terrorists, civilians, cars shot upA sea of bodies, inside Sderot along the road, other places, loads of bodies,"" Reuters quoted a resident from Sderot as sayingHamas says enough captives to make Israel free all Palestinian prisonersHamas deputy chief Saleh Al-Arouri told Al Jazeera that they have a ""big number of Israeli captives, among them senior officers""""Hamas had been expecting an Israeli operation against the groupWe have have enough Israeli captives to make israel free all palestinian prisoners in its jails,"" he saidIsraelis beg for help as Hamas militants barge into homesIsraeli newspaper Haaretz reported that Israelis living in the south are ""begging"" the army to send security forces, saying they are desperate for help“We are being slaughteredThere is no armyIt has been 6 hours,” one Israeli in a southern Kibbutz was quoting as saying“People are begging for their lives,” the individual saidA Tel Aviv resident said that militants barged into her sister's home and that she is unable to reach her sinceShe added that despite many casualties in Kibbutz, police or Israeli army forces were nowhere to be seenIsrael strikes destroy several multi-storey buildings in GazaAn Israeli airstrike has flattened a high-rise building in central Gaza CityThe 14-story Palestine Tower is home to dozens of familiesBut it also held offices connected to the Hamas and Islamic Jihad militant groupsIsrael gave inhabitants a 10-minute warning before it destroyed the building, which was evacuatedThere were no injuries'Operation Al-Aqsa Flood'The conflict began withmultiple rocket launches from different locations in the Palestinian territory, followed by air raid sirens across southern and central IsraelThe armed wing of Hamas claimed responsibility for the rocket attacks, asserting that thousands of rockets had been launched, and Israeli forces reported an attempted seizure of an Israeli tankAir raid sirens were activated in Israel, urging people to seek shelter in bomb sheltersIsraeli air defense systems intercepted multiple rocketsHamas announced ""Operation Al-Aqsa Flood"" and claimed to have launched over 5,000 rockets in the initial 20 minutesMayor of Israel town among killedThe head of the Sha'ar Hanegev Regional Council,Ofir Liebstein, was killed in the deadly rocket fire from Hamas, The Times of Israel reported""Ofir was killed when he went to defend a town during the terrorist attack,"" the report said, quoting a statement from the CouncilThe deputy head of the Council,Yossi Keren, has taken interim charge of the body following Liebstein's deathMeanwhile, four others have been reportedly killed in the attack so farSiren heard as Gaza militants infiltrate Israel, launching rocketsDeclaration of warIsraeli Prime Minister Benjamin Netanyahu declared that Israel is now in a state of 'war' with Hamas militants who control the Gaza StripIn a televised address, Netanyahu said he has initiated the mobilisation of reservists and vowed that Hamas will face consequences unlike anything it has experienced beforeNetanyahu emphatically stated, ""We are at war,"" emphasising that it's not merely an 'operation' or a 'round' but a full-fledged warAdditionally, he issued orders for the military to retake towns that had been infiltrated by Hamas militants, where ongoing gunfights with Israeli soldiers were occurringIn their first reaction, Israel's Defense Minister,Yoav Gallant, had characterised the actions of the Palestinian militant group Hamas as a declaration of war against IsraelHe stated that Israeli troops were engaged in combat across various locationsIsrael's military responded with airstrikes in Gaza,targeting the Hamas terrorist organisation's assets within the regionVideo: Israeli Prime Minister Benjamin Netanyahu's first reaction after Hamas rocket attacksHundreds of Gazans flee homeHundreds of residents in the Gaza Strip fled their homes to move away from the border with Israel after barrages of rockets were fired from the coastal enclave into Israel, AFP reportedMen, women and children were seen carrying blankets and food items as they left their homes, mostly in the northeastern part of the Palestinian territoryIndia issues advisory for its nationals in IsraelIn view of the current situation in israel, all Indian nationals in Israel are requested to remain vigilant and observe safety protocols as advised by local authoritiesPlease exercise caution, avoid unnecessary movement, and stay close to safety sheltersFor additional information, please see the Israeli Home Front Command or their preparedness brochure,"" said an advisory by the Indian governmentThey also provided with helpline number in case of emergencyRise in violence in last two yearsViolence between Israel and the Palestinians has been on the rise for nearly two years, with a notable increase in casualties in the occupied West BankThe escalation comes after weeks of heightened tensions along Israel’s volatile border with Gaza, and heavy fighting in the Israeli-occupied West BankIt comes at a time when a number of Israeli soldiers are either pulling out of training sessions or claiming they won’t report for duty over Netanyahu's far-right government’s deeply plan to weaken the Supreme CourtInternal divisions within the military ranks have posed a challenge to Netanyahu's image as a security expert who would go to great lengths to safeguard IsraelWatchIsrael declares state of war as Hamas fire over 5,000 rockets",1
"Nissanhas launchedMagnite Kuro Edition, an all-black variant of its popular compact SUV, at a starting price of Rs 827 lakh, ex-showroomThe company commenced the bookings on September 14, 2023, at a token amount of Rs 11,000The special edition is based on the higher-spec XV trim, including the XV MT, Turbo XV MT, and Turbo XV CVTThe word ‘Kuro’ means ‘Black’ in Japan, the homeland of the manufacturerWhile the SUV remains unchanged mechanically, it does get cosmetic updates in the form of blacked out exterior and interiorsThe MagniteKurofeatures an all-black grill, skid plate, roof rails, alloys, and headlamps with black finisher, and KURO badgingIs Nissan too late taking the AMT route with the Magnite EZ Shift? | TOI AutoUnder the hood, the Magnite Kuro edition gets two engine options - a 10-litre petrol engine that makes 72 hp and 96 Nm and a 10-litre turbo-petrol mill that belts out 100 hp and 160 Nm of peak torqueBoth engines can be had with a 5-speed manual as standardAlthough, the turbo-petrol will also be available with a CVTBesides that, the car boasts of upgrades such as 360-degree Around View Monitor (AVM), center console armrest with rear AC vents, KURO-themed floor mats, wireless charger, and Wider IRVM for added convenience and styleIn terms of safety, theNissan Magnitehas received a 4-Star Safety Rating for Adult Occupant Safety from Global NCAP and gets Electronic Stability Programme (ESP), Traction Control System (TCS), Hill Start Assist (HSA), and Tyre Pressure Monitoring System (TPMS)Notably, the Nissan Magnite is exported to 15 global markets, with recent launches in Seychelles, Bangladesh, Uganda, and BruneiStay tuned to TOI Auto for latest updates on the automotive sector and do follow us on our social media handles on Facebook, Instagram, and X",1
"RAIPUR: The Maoists on Friday evening released a Bastar Fighter Force jawan after eight days in captivity following pleas from villagers and tribal activistsConstable Shankar Kudiyam, 28, was released in the presence of tribal community representativesPreliminary reports indicate that he was freed on certain conditionsIt’s not immediately known what these were, but Maoists have earlier asked abducted cops to quit thepoliceforceRead AlsoNo kids, eerie silence: Red flags missed before Naxalite attack in Dantewada that killed 10 jawans, driverA blow-by-blow account of one of the drivers who escaped the Dantewada IED blast by seconds indicates ominous signals were missed before the Maoist ambush that left 10 men of Chhattisgarh police and a civilian driver dead on WednesdayEven in the Burkapal massacre of April 2021, villages on theKudiyam had recently joined the Bastar FightersThe constable is somewhere in the forests of Bijapur, and is expected to reach the district headquarters late in the night, say sourcesHis family members, community leaders and the Bijapur SP had released videos, appealing to the Maoists toreleasehim on humanitarian groundsIn response, the Maoists issued a press release, accusing police of killing two “innocent villagers” in afake encounterand branding them NaxalsKudiyam is a native of Eeramnar village, a thickly forested region, around 20km from Bijapur and 420km south of Raipur“The constable was missing since September 29He went to drop his relative at nearby Ittampar-Uspari after his duties and didn’t returnWe got to know that the Naxalites of Maad division had abducted him,” Bijapur SP Anjaneya Varshney saidPrior to his release, the SP had said: “Local men and women are working for development, safety and peace of their society by joining the police forcesThey also provide treatment to injured Naxalites during encountersIt’s expected that the Maoists will display empathy and release him soon on the request of the family members”In Chhattisgarh, transgenders are preparing to take on NaxalsIn the eight days that the young policeman’s fate was unknown, police kept “hoping” that he would be freedSecretary of Maoist Maad divisional committee, Anita Mandavi, issued a statement on October 4 to say that Kudiyam was being “interrogated”, and asked police why they hadn’t disclosed that he had been abductedThis shows bad intent on the part of the police, the Maoists saidThe Maoist statement said that their next decision would depend upon what steps the police tookHowever, police said that they were waiting for the locals to chip in and try to release the jawanA group of tribals, representative of Sarva Adivasi Samaj and a few family members went deep into the forest to hold talks with Maoists for Kudiyam’s releaseOn Thursday, too, they made an appeal to Maoists to let him go unharmedHow Chhattisgarh's Sukma villagers pay the price of Maoist insurgencyKudiyam’s family would spend another sleepless night and fret through most of Friday before news came that he had been freedThe Maoists were referring to the death of two tribals in Tadmetla on September 4Police identified them as Maoist militia members Sodhi Kosa and Rama Deva, who were accused of the cold-blooded murders of a deputy sarpanch, a teacher and a labourerKosa’s mother Sodhi Nande and Maoists, however, alleged that the two were innocent tribals shot dead in a fake encounterOn September 11, hundreds of people from 25 villages staged a protest in Tadmetla demanding a high-level probeMaoists object to the formation of Bastar Fighters Force, and say that they are being trained like Telangana’s Greyhound commandosDantewada Naxal Attack: Grieving widow lays down on husband's pyre",1content,value
"A 43-year-old man was arrested on charges of misbehaving with two girl school children on a moving KSRTC bus here on Saturday. The arrested has been identified as Deepu, son of Sadasivan of Deepu Nivas, Vattiyoorkkavu in Thiruvananthapuram. The 14-year-old girl students brought the alleged indecent behaviour to the attention of the bus crew and co-passengers. The bus crew then took the bus to Poonthura police station where the arrest of the accused was recorded. ",1
"The National Centre for Disease Control has expressed its appreciation at the efficient manner in which Kerala’s Health department managed to contain the outbreak of Nipah virus and limit its impact on public health, a statement issued by the office of the Health Minister said. The director of NCDC wrote to the government, appreciating the success achieved by the State in limiting the impact of the deadly virus. It was the coordinated, inter-department efforts that helped control the outbreak . At the State and district-levels, Health officials, along with the district administration, Police, Forest, Animal Husbandry departments and Kozhikode Corporation worked in unison to chart out the outbreak management and response plan.An alert health system had sounded the alarm when an unusual fever death was reported from a private hospital at Kozhikode on September 11. Outbreak control measures were launched immediately to check further human-to-human spread. The Nipah action plan was launched by forming 19 core committees, a control room and a call centreThe State could identify the infected persons and launch efficient control measures in a short time. Nipah testing facilities were also readied in the State . The fact that the authorities could confirm that it was the Nipah virus was the key to containing its spread. The Health department considered it a major success that efficient ICU management could bring back a Nipah-infected nine-year-old boy to life.Though the double isolation period of those who were put on the observation list ended on October 5, The department will continue to be on alert till October 26. ",1
"Lashing out at the Bharatiya Janata Party (BJP) and the Congress over the announcement of various poll planks ahead of Assembly and General elections, Bahujan Samaj Party (BSP) president Mayawati said that the electoral environment in the country has been affected because the various attractive promises made by the two national parties. She alleged that the two parties are raising the issues of caste Census, Other Backward Classes (OBCs) and women reservation in order to cover up their failures. The BSP chief described such promises and announcements as ‘deceptions’ from fundamental issues like inflation, poverty, unemployment, and corruption.“The electoral environment has been affected because of various attractive promises made by the Congress and BJP before the next Assembly general elections. But the question is why the promises are being made now? Thus, they are less serious about the announcements, and it is more of deception,“ said Ms. Mayawati in a series of posts on X (formerly Twitter). The former Uttar Pradesh Chief Minister added the public will no longer be misled by such promises as these are considered as ‘hoax’. “The people of the country are suffering from inflation, poverty, unemployment and corruption. But both the Congress and the BJP are trying to capitalise on caste census, OBC and women reservation ahead of the elections so that they can cover up their failures. But the public will no longer be misled as they will consider it a hoax,” she added. ",1
"Israel-Palestine conflict live updatesHamas militants fired thousands of rockets and sent dozens of fighters into Israeli towns near the Gaza Strip in an unprecedented surprise early morning attack during a major Jewish holiday on October 7, killing more than 200 and stunning the country.GST Council affirms 28% tax on online betting from October 1The Goods and Services Tax (GST) Council on Saturday lowered the tax rates on certain millet-based products, tweaked the age-related norms for members of the much-awaited GST Appellate Tribunals, and ceded the taxation rights on extra neutral alcohol to the States, while lifting the haze on several long-hanging issues.Two 6.3-magnitude earthquakes kill dozens and injure many more in western Afghanistan Two 6.3 magnitude earthquakes killed dozens of people in western Afghanistan on Saturday, the country’s national disaster authority said.Sikkim flash floods | Eight soldiers killed, search on for 14 missingEight Army personnel have lost their lives in the flash floods that followed a glacial lake burst in Sikkim this week, while search efforts to locate 14 missing soldiers are continuing, the Indian Army said on Saturday, adding that the operational situation along the Line of Actual Control (LAC) is stable.UGC to train over 1,000 teachers to teach Indian knowledge systems from degree levelMore than 1,000 university teachers across the country are being equipped with a working understanding of Indian traditions, culture and way of life, to enable them to teach relevant courses on Indian knowledge systems at the undergraduate and postgraduate levels from the next academic session.Air India cancels Tel Aviv flight after Hamas attack on IsraelFlag carrier Air India cancelled its Delhi-Tel Aviv flight on Saturday after Palestine’s Hamas launched an attack against Israel.ITBP on alert, conducting patrols along China border: Home MinistryThe Indo Tibetan Border Police (ITBP) conducted 2,899 patrols along the China border between April and December 2022, according to the 2022-23 annual report of the Ministry of Home Affairs that was published on Friday.SA vs SL | Markram records fastest World Cup ton as South Africa wallops Sri LankaSouth Africa wins by 102 runs against Sri Lanka and records the highest aggregate ever in a World Cup match during their clash in Delhi on Saturday.Hangzhou Asian Games kabaddi | Indian men and women regain goldAn hour for two points and a minute — that sums up the men’s kabaddi final between India and Iran at the Asian Games in Hangzhou on October 7 that started on a tense note, built up to a nail-biting climax and then, out of nowhere, descended into a chaotic, confusing farce that left both teams and their managements furious and amazed and critical of the refereeing before it was finally settled 33-29 in India’s favour.",1
"The Indian Lawyers Association (ILA) has termed the ‘attacks’ on journalists, lawyers and progressive thinkers as nothing but an attack on the freedom of speech guaranteed by the Constitution. At the State committee meeting of IAL here on Saturday, IAL national general secretary Bommagoni Prabhakar said that this was an attack on democracy and that lawyers had a great responsibility in protecting the rights guaranteed by the Constitution. He said the Centre had brought in new laws in place of the Indian Penal Code and Criminal Procedure Code, and there was a need for wide discussions on these. He said the ILA had been fighting for bringing in Advocates Protection Act and in the recently held ILA national conference in Kerala the issue was discussed. Telangana Advocate Bar Council member Dussa Janardhan said lawyers should be prepared for paper-less filing system. ",1
"India’s first law enforcement Chief Information Security Officers’ (CISO) council was launched by DGP Anjani Kumar and Principal Secretary Jayesh Ranjan at the Cyberabad Police Commissionerate on Saturday. The CISO council will partner with public and private institutions to tackle cyber security threat in real time.The State police, with the support of industry and academia, launched the CISO council, in the presence of secretary for Society for Cyberabad Security Council (SCSC) Ramesh Kaza.“The definition of crime is changing fast. Cyber criminals operate remotely without any geographical constraints,” said Mr. Kumar during the launch.“This poses a lot of challenges for the police. The rate at which cyber crimes are rising, $8 trillion will be lost to cyber crimes by the end of 2023, which is almost a third of the GDP of the United States in 2022 and twice as much as India’s projected GDP this year,” he said.“The CISO council will be a beacon of cyber security in Telangana. It is the best example of Public-Private Partnership (PPP) model that we often talk about. Cyber security breaches are multiplying and will grow by leaps and bounds when the next billion internet users start going digital. The enterprises are also going to be at risk,” said Mr. Ranjan.He cited an example of his meeting with Ajay Banga, formerly with Master Cards, who shared that the company in the US was subjected to 10,000 cyber attacks in a day and that the number would go up to 30,000 attempts.Mr. Ranjan asked the CISO council to work with the IT department and a few Centres of Excellence in the State such as Security Operations Centre, Cyber Security Centre of Excellence, Data Security Council of India and Computer Emergency Response Team. “The CISO council should work with start-ups as they are known for innovative and agile thinking and are tools of development, apart from engaging ethical hackers,” he said.“With a 300% increase in cyber crime cases in the last one year, we need to get our defence strong to tackle online crooks,” said Cyberabad Police Commissioner Stephen Raveendra.“Government organisations, critical infrastructure, and industry, including vulnerable MSMEs, are repeatedly besieged by threats and are ill-equipped to handle it, compared to their larger multinational counterparts. The recent targeted attacks on the government and critical infrastructure institutions during the G20 event in Delhi highlights the imminent need to institutionalise the fight against cyber threats,” he said.Mr. Kaza said that ransomware attacks are up by 200%, especially password-based attacks. “This year, approximately 1,56,000 daily BEC (Business Email Compromise) attempts were observed. Attacks targeting open-source software have grown by an average 742%. Gartner analysts predicted that over the next two years, 45% of global organisations will be impacted by a supply chain attack,” he said.",1
"Principal Secretary, School Education, Praveen Prakash on Saturday (October 7) said he was disappointed to see some teachers having not evaluated and returned to students thee answer sheets of the Formative Assessment-2 examinations. Speaking after visiting a few schools to congratulate the toppers of the assessment test, the Principal Secretary said it was unfortunate that teachers, who were expected to teach the students the importance of punctuality and responsibility, were not adhering to the same.Referring to the ‘Selfie with Toppers’ drive that was announced primarily to further motivate students to work towards their goals, Mr. Praveen Prakash directed teachers to ensure that the answer scripts were corrected and returned to students immediately. He also wanted the teachers to allow the students to retain the answer sheets with them after its evaluation.He said it was not enough for the District and Mandal Education Officers to merely pass on the instructions of the departmental higher-ups to the headmasters and teachers and instructed them to ensure their compliance in their respective jurisdiction.",1
"Students of Rajiv Gandhi University of Knowledge Technologies (RGUKT), Nuzvid IIIT Campus, staged a dharna on the university premises on Saturday, alleging that poor-quality food was being served in the mess. The protest was organised by about 500 students of third year engineering. They demanded that the IIIT management change the contractor of the mess and supply quality food. Institute director G.V.R. Srinivas said he would inquire into the allegation and ensure supply of quality food to students. Following the assurance by Prof. Srinivas, the students called off the protest.",1
"Workers of the Telangana Congress burnt the effigies of Prime Minister Narendra Modi protesting against the Bharatiya Janata Party’s post on ‘X’ portraying Rahul Gandhi as Ravana.Secunderabad District Congress Committee president Anil Kumar Yadav and senior leader Feroz Khan led a protest near Gandhi Bhavan. They raised slogans against the BJP and the Prime Minister. Later, they burnt the effigy of Mr. Modi. The BJP post with a picture of Rahul Gandhi with ten heads and the caption that he was evil and anti-dharma and his goal was to destroy the country had created a controversy.",1
"AP State FiberNet Limited (APSFL) Chairman P. Goutham Reddy has said the Central government was giving ₹1,747 crore for implementing the fibernet  project due to the persistent efforts made by Chief Minister Y.S. Jagan Mohan Reddy to garner funds.The APSFL has decided to provide set-top boxes to operators and MSOs free of cost for nine months. It has been planned to set up fibernet box service centres. Addressing a press conference here on Saturday, Mr. Goutham Reddy said the State had decided to seek an audit of fibernet project works done previously. APSFL focused on expanding the reach of digital services and both the Centre and the State were collaborating to achieve that goal. They were drawing up the required plans.He pointed that Andhra Pradesh was one of the seven States for which the fibernet project was sanctioned. Mr. Goutham Reddy further said CC cameras were being installed across the State, on which ₹555 crore had already been spent. These equipment would be leased out to the Home Department.The APSFL was currently rendering Internet service for just ₹190 per month. Mr. Goutham Reddy said the involvement of Terasoft company in the fibernet scam was beyond doubt and it would not have happened without the involvement of those who were at the helm during the TDP regime.A person who resigned as a director in Terasoft was appointed in the same role in APSFL, Mr. Goutham Reddy added.",1
"Non-communicable Diseases clinics are functional across the State with one each in district hospitals and 347 at the taluk and community health centre level, says G.A. Srinivasa, State Deputy Director of National Programme for prevention and Control of Cancer, Diabetes, Cardiovascular Diseases, and Stroke (NPCDCS).“It is mandatory to screen all aged above 30 once in a year for diabetes and hypertension and once in five years for common cancers under the programme. At the village and sub-centre level, health workers and ASHAs, who have been trained, detect those with symptoms for initial screening. After initial screening, those who require further investigation are referred to primary health centres, taluk hospitals, and district hospitals for confirmation of the diagnosis,” he said.Counselling for a healthy lifestyle (regarding a balanced diet, regular exercise, avoiding alcohol, and tobacco) is also provided at the clinics, he said.",1
"Anil Moolthan, a resident of Moolthan village in Haryana's Nuh district, was arrested by a team from Gopalgarh police station in Rajasthan's Deegh district, he said.Moolthan was among the eight names that came to light during the police's investigation in the killings.The senior Rajasthan Police officer said they received information on Saturday that Moolthan had come to Gurugram and dispatched a team. Multhan was arrested from the Rajiv Chowk area.The police had earlier arrested Rinku Saini, Gogi alias Monu, Monu Rana and Mohit Yadav alias Monu Manesar in the case.A court here allowed four-day police remand of cow vigilante and Bajrang Dal activist Monu Manesar, an accused in the case, on Saturday.""We are questioning the accused (Moolthan). We will take him on police remand after producing him in court on Sunday,"" said Gopalgarh SHO Santosh Kumar Sharma. ",1
" The IAF will unveil its new ensign at the annual Air Force Day parade at Prayagraj on Sunday to better reflect its values, 72 years after a similar exercise was undertaken.The Indian Air Force's move comes over a year after the Navy made changes in its ensign shedding its colonial past.""October 8 will go down as a momentous day in the annals of IAF history. On this historic day, the Chief of Air Staff will unveil the new IAF ensign,"" the IAF said.In the new ensign, the Indian Air Force crest will be in the top right corner.The Indian Air Force was officially established on 8 October, 1932. In view of its professional efficiency and achievements during World War II, the force was bestowed with the prefix ""Royal"" in March 1945. So, it became the Royal Indian Air Force (RIAF).In 1950, the IAF dropped its ""Royal"" prefix and amended the ensign as India became a republic.The RIAF ensign consisted of the Union Jack in the upper left canton and the RIAF roundel (red, white and blue) on the fly side. Post-Independence, the IAF ensign was created by replacing the Union Jack with the Indian tricolour and the RAF roundels with the IAF tricolour roundel in the lower right canton.""A new lAF ensign has now been created to better reflect the values of the Indian Air Force. This reaffirmation will now be reflected by the inclusion of the Air Force Crest in the top right corner of the ensign, towards the fly side,"" the IAF said in a statement.The IAF crest has the national symbol, the Ashoka lion on the top with the words 'Satyameva Jayate' in Devanagari below it.Below the Ashoka lion is a Himalayan eagle with its wings spread, denoting the fighting qualities of the IAF.A ring in light blue colour encircles the Himalayan eagle  with the words 'Bhartiya Vayu Sena.The motto of the IAF -- 'touch the sky with the glory' is inscribed below Himalayan eagle in Devanagari.The IAF motto has been taken from verse 24, Chapter 11 of the Bhagavad Gita and means ""Radiant Thou Touchest Heaven"" or in other words ""touching the sky with glory"".The Air Force Day parade and air display will be held in Prayagraj, Uttar Pradesh.Chief of Defence Staff Gen Anil Chauhan and Air Chief Marshal VR Chaudhari are among top military officials attending the event.The parade was traditionally held at the Hindon airbase near Delhi till 2021 before the event was taken outside the national capital. It was held in Chandigarh last year. ",1
"Unmanned aerial vehicles (UAVs) have provided an opportunity to a set of women in rural Assam to make their grounded dreams take flight again. Meet Riju Begum, Romina Begum, Himadri Talukdar, Ritumoni Kalita, Rinku Moni Medhi, and Minakhi Barman – six of 40 members of women’s self-help groups (SHGs) who qualified for arguably the first short-term gender-specific course in India to operate, maintain, and repair UAVs or drones. They concluded their six-day training on Saturday, confident of adding wings to their mundane lives. Riju, 30, and Romina, 25, both from Nalbari district’s Barnagar Banekuchi village, are members of Sanjibani SHG and Maya SHG respectively. Social and economic pressures prevented them from pursuing their education beyond class 10, the former now a marginal farmer and the latter a daily-wage labourer. Their SHGs, into agriculture and allied activities, helped augment their family incomes but not to the extent they would have liked. “The course has made us realise technology can open up a world of opportunities for us. There are a range of agriculture services we never knew can be handled from the air,” Romina said. A member of Jonaki SHG in the same district’s Raimadha village, the 27-year-old Ritumoni graduated in humanities about five years ago. She hopes handling drones will now help her “graduate” from being a daily-wage labourer. The 31-year-old Rinku Moni of Narayanpur village’s Swagata SHG graduated in humanities too. As a homemaker, she has been better off than the other trainees but the urge to “do something on my own” made her sign up for the course. “Some of the trainees have a polytechnic background but by getting selected for the course, what all of them have conveyed is that it is important to at least complete school and have the urge to upgrade,” Krishna Baruah, the mission director of the Assam State Rural Livelihood Mission (ARSLM) said. The ARSLM collaborated with the Nalbari district administration headed by Deputy Commissioner Varnali Deka for the drone pilot and technology training at Nalbari Polytechnic in Chandkuchi, a village near Nalbari town about 70 km northwest of Guwahati. The Assam government subsequently decided to provide loans and training to the members of 15,000 SHGs for operating and repairing drones. “The Central and State governments are significant users of UAV applications. Once trained, these women SHG members will have ample opportunities as UAV pilots in agriculture, horticulture, healthcare, medicine deliver awareness campaigns, and even as drone trainers,” she said. Jayanta Malla Baruah, Assam’s Minister for Skill, Employment and Entrepreneurship said the DGCA-certified drone training could go a long way in making women SHGs self-reliant and opening up employment opportunities in multiple sectors. “We need at least 1 lakh drone operators to handle various government and non-government activities, even plant seeds and fertilise fields. We are also working on courses for advanced machinery operations for a range of specialised jobs,” he said. ",1
"Developed in India and consisting of a set of “mini-cubes” which can be airlifted and deployed on any terrain, the “world’s first portable disaster hospital” is now ready to be shared with the world.“This easy-to-use, mobile medical facility can be swiftly deployed to save lives in the most challenging circumstances. It can provide critical medical care to 100 survivors for up to 48 hours, making it a lifeline on remote and tough terrains where immediate medical attention is needed. The cubes [which are self-sustained healthcare units] can handle bullet, burn, head, spinal and chest injuries, fractures, and major bleeding. India is now equipped and ready to supply this to any country in need,” confirmed a senior Health Ministry official.He added that it can also provide help for tactical combat casualty care, massive haemorrhage, and hypothermia. The portable hospital was developed as part of Prime Minister Narendra Modi’s ambitious ‘Project BHISHMA’ (Bharat Health Initiative for Sahyog Hita and Maitri) and consists of a fully equipped operation theatre, mini-ICUs, ventilators, blood-testing equipment, an X-ray machine, and even a cooking station. It also includes a shelter facility and power generator, making it entirely self-sufficient during emergencies. The life-saving equipment are packed in a set of “mini-cubes” and a combination of these mini-cubes is used to set up a mobile hospital capable of performing life-saving surgery. The mini-cubes are carried in a “Aarogya Maitri Cube Cage”, which has three frames, each accommodating 12 mini-cubes. An Aarogya Maitri Cube Cage can fit 36 mini-cubes overall.  Two such ‘Aarogya Maitri’ mother cubes combine to form a “brick” to complete the kit which is also water- and corrosion-proof. The kit also comes with a unique locking and tamper-proof system which is easy to locate, draw-out and use. It can be dismantled in various combinations based on availability of space.The Health Ministry official added that under this initiative, India is now equipped to provide critical medical supplies to developing countries grappling with the aftermath of natural disasters or humanitarian emergencies.Spearheaded by HLL Life Care, the government’s designated agency for sourcing the kit, and manufactured by multiple sellers collaborating to provide a diverse range of essential medical products, this project was initiated in 2022 through the Ministry of Defence.Meanwhile, India is also actively considering its deployment in remote tribal areas and has already gifted these units as a goodwill gesture to Sri Lanka and Myanmar. ",1
